fips;	county
021135;	Lewis County, KY
021137;	Lincoln County, KY
021139;	Livingston County, KY
021141;	Logan County, KY
021143;	Lyon County, KY
021145;	McCracken County, KY
021147;	McCreary County, KY
021149;	McLean County, KY
021151;	Madison County, KY
021153;	Magoffin County, KY
021155;	Marion County, KY
021157;	Marshall County, KY
021159;	Martin County, KY
021161;	Mason County, KY
021163;	Meade County, KY
021165;	Menifee County, KY
021167;	Mercer County, KY
021169;	Metcalfe County, KY
021171;	Monroe County, KY
021173;	Montgomery County, KY
021175;	Morgan County, KY
021177;	Muhlenberg County, KY
021179;	Nelson County, KY
021181;	Nicholas County, KY
021183;	Ohio County, KY
021185;	Oldham County, KY
021187;	Owen County, KY
021189;	Owsley County, KY
021191;	Pendleton County, KY
021193;	Perry County, KY
021195;	Pike County, KY
021197;	Powell County, KY
021199;	Pulaski County, KY
021201;	Robertson County, KY
021203;	Rockcastle County, KY
021205;	Rowan County, KY
021207;	Russell County, KY
021209;	Scott County, KY
021211;	Shelby County, KY
021213;	Simpson County, KY
021215;	Spencer County, KY
021217;	Taylor County, KY
021219;	Todd County, KY
021221;	Trigg County, KY
021223;	Trimble County, KY
021225;	Union County, KY
021227;	Warren County, KY
021229;	Washington County, KY
021231;	Wayne County, KY
021233;	Webster County, KY
021235;	Whitley County, KY
021237;	Wolfe County, KY
021239;	Woodford County, KY
022001;	Acadia Parish, LA
022003;	Allen Parish, LA
022005;	Ascension Parish, LA
022007;	Assumption Parish, LA
022009;	Avoyelles Parish, LA
022011;	Beauregard Parish, LA
022013;	Bienville Parish, LA
022015;	Bossier Parish, LA
022017;	Caddo Parish, LA
022019;	Calcasieu Parish, LA
022021;	Caldwell Parish, LA
022023;	Cameron Parish, LA
022025;	Catahoula Parish, LA
022027;	Claiborne Parish, LA
022029;	Concordia Parish, LA
022031;	De Soto Parish, LA
022033;	East Baton Rouge Parish, LA
022035;	East Carroll Parish, LA
022037;	East Feliciana Parish, LA
022039;	Evangeline Parish, LA
022041;	Franklin Parish, LA
022043;	Grant Parish, LA
022045;	Iberia Parish, LA
022047;	Iberville Parish, LA
022049;	Jackson Parish, LA
022051;	Jefferson Parish, LA
022053;	Jefferson Davis Parish, LA
022055;	Lafayette Parish, LA
022057;	Lafourche Parish, LA
022059;	La Salle Parish, LA
022061;	Lincoln Parish, LA
022063;	Livingston Parish, LA
022065;	Madison Parish, LA
022067;	Morehouse Parish, LA
022069;	Natchitoches Parish, LA
022071;	Orleans Parish, LA
022073;	Ouachita Parish, LA
022075;	Plaquemines Parish, LA
022077;	Pointe Coupee Parish, LA
022079;	Rapides Parish, LA
022081;	Red River Parish, LA
022083;	Richland Parish, LA
022085;	Sabine Parish, LA
022087;	St. Bernard Parish, LA
022089;	St. Charles Parish, LA
022091;	St. Helena Parish, LA
022093;	St. James Parish, LA
022095;	St. John the Baptist Parish, LA
022097;	St. Landry Parish, LA
022099;	St. Martin Parish, LA
022101;	St. Mary Parish, LA
022103;	St. Tammany Parish, LA
022105;	Tangipahoa Parish, LA
022107;	Tensas Parish, LA
022109;	Terrebonne Parish, LA
022111;	Union Parish, LA
022113;	Vermilion Parish, LA
022115;	Vernon Parish, LA
022117;	Washington Parish, LA
022119;	Webster Parish, LA
022121;	West Baton Rouge Parish, LA
022123;	West Carroll Parish, LA
022125;	West Feliciana Parish, LA
022127;	Winn Parish, LA
023001;	Androscoggin County, ME
023003;	Aroostook County, ME
023005;	Cumberland County, ME
023007;	Franklin County, ME
023009;	Hancock County, ME
023011;	Kennebec County, ME
023013;	Knox County, ME
023015;	Lincoln County, ME
023017;	Oxford County, ME
023019;	Penobscot County, ME
023021;	Piscataquis County, ME
023023;	Sagadahoc County, ME
023025;	Somerset County, ME
023027;	Waldo County, ME
023029;	Washington County, ME
023031;	York County, ME
024001;	Allegany County, MD
024003;	Anne Arundel County, MD
024005;	Baltimore County, MD
024009;	Calvert County, MD
024011;	Caroline County, MD
024013;	Carroll County, MD
024015;	Cecil County, MD
024017;	Charles County, MD
024019;	Dorchester County, MD
024021;	Frederick County, MD
024023;	Garrett County, MD
024025;	Harford County, MD
024027;	Howard County, MD
024029;	Kent County, MD
024031;	Montgomery County, MD
024033;	Prince George's County, MD
024035;	Queen Anne's County, MD
024037;	St. Mary's County, MD
024039;	Somerset County, MD
024041;	Talbot County, MD
024043;	Washington County, MD
024045;	Wicomico County, MD
024047;	Worcester County, MD
024510;	Baltimore city, MD
025001;	Barnstable County, MA
025003;	Berkshire County, MA
025005;	Bristol County, MA
025007;	Dukes County, MA
025009;	Essex County, MA
025011;	Franklin County, MA
025013;	Hampden County, MA
025015;	Hampshire County, MA
025017;	Middlesex County, MA
025019;	Nantucket County, MA
025021;	Norfolk County, MA
025023;	Plymouth County, MA
025025;	Suffolk County, MA
025027;	Worcester County, MA
026001;	Alcona County, MI
026003;	Alger County, MI
026005;	Allegan County, MI
026007;	Alpena County, MI
026009;	Antrim County, MI
026011;	Arenac County, MI
026013;	Baraga County, MI
026015;	Barry County, MI
026017;	Bay County, MI
026019;	Benzie County, MI
026021;	Berrien County, MI
026023;	Branch County, MI
026025;	Calhoun County, MI
026027;	Cass County, MI
026029;	Charlevoix County, MI
026031;	Cheboygan County, MI
026033;	Chippewa County, MI
026035;	Clare County, MI
026037;	Clinton County, MI
026039;	Crawford County, MI
026041;	Delta County, MI
026043;	Dickinson County, MI
026045;	Eaton County, MI
026047;	Emmet County, MI
026049;	Genesee County, MI
026051;	Gladwin County, MI
026053;	Gogebic County, MI
026055;	Grand Traverse County, MI
026057;	Gratiot County, MI
026059;	Hillsdale County, MI
026061;	Houghton County, MI
026063;	Huron County, MI
026065;	Ingham County, MI
026067;	Ionia County, MI
026069;	Iosco County, MI
026071;	Iron County, MI
026073;	Isabella County, MI
026075;	Jackson County, MI
026077;	Kalamazoo County, MI
026079;	Kalkaska County, MI
026081;	Kent County, MI
026083;	Keweenaw County, MI
026085;	Lake County, MI
026087;	Lapeer County, MI
026089;	Leelanau County, MI
026091;	Lenawee County, MI
026093;	Livingston County, MI
026095;	Luce County, MI
026097;	Mackinac County, MI
026099;	Macomb County, MI
026101;	Manistee County, MI
026103;	Marquette County, MI
026105;	Mason County, MI
026107;	Mecosta County, MI
026109;	Menominee County, MI
026111;	Midland County, MI
026113;	Missaukee County, MI
026115;	Monroe County, MI
026117;	Montcalm County, MI
026119;	Montmorency County, MI
026121;	Muskegon County, MI
026123;	Newaygo County, MI
026125;	Oakland County, MI
026127;	Oceana County, MI
026129;	Ogemaw County, MI
026131;	Ontonagon County, MI
026133;	Osceola County, MI
026135;	Oscoda County, MI
026137;	Otsego County, MI
026139;	Ottawa County, MI
026141;	Presque Isle County, MI
026143;	Roscommon County, MI
026145;	Saginaw County, MI
026147;	St. Clair County, MI
026149;	St. Joseph County, MI
026151;	Sanilac County, MI
026153;	Schoolcraft County, MI
026155;	Shiawassee County, MI
026157;	Tuscola County, MI
026159;	Van Buren County, MI
026161;	Washtenaw County, MI
026163;	Wayne County, MI
026165;	Wexford County, MI
027001;	Aitkin County, MN
027003;	Anoka County, MN
027005;	Becker County, MN
027007;	Beltrami County, MN
027009;	Benton County, MN
027011;	Big Stone County, MN
027013;	Blue Earth County, MN
027015;	Brown County, MN
027017;	Carlton County, MN
027019;	Carver County, MN
027021;	Cass County, MN
027023;	Chippewa County, MN
027025;	Chisago County, MN
027027;	Clay County, MN
027029;	Clearwater County, MN
027031;	Cook County, MN
027033;	Cottonwood County, MN
027035;	Crow Wing County, MN
027037;	Dakota County, MN
027039;	Dodge County, MN
027041;	Douglas County, MN
027043;	Faribault County, MN
027045;	Fillmore County, MN
027047;	Freeborn County, MN
027049;	Goodhue County, MN
027051;	Grant County, MN
027053;	Hennepin County, MN
027055;	Houston County, MN
027057;	Hubbard County, MN
027059;	Isanti County, MN
027061;	Itasca County, MN
027063;	Jackson County, MN
027065;	Kanabec County, MN
027067;	Kandiyohi County, MN
027069;	Kittson County, MN
027071;	Koochiching County, MN
027073;	Lac qui Parle County, MN
027075;	Lake County, MN
027077;	Lake of the Woods County, MN
027079;	Le Sueur County, MN
027081;	Lincoln County, MN
027083;	Lyon County, MN
027085;	McLeod County, MN
027087;	Mahnomen County, MN
027089;	Marshall County, MN
027091;	Martin County, MN
027093;	Meeker County, MN
027095;	Mille Lacs County, MN
027097;	Morrison County, MN
027099;	Mower County, MN
027101;	Murray County, MN
027103;	Nicollet County, MN
027105;	Nobles County, MN
027107;	Norman County, MN
027109;	Olmsted County, MN
027111;	Otter Tail County, MN
027113;	Pennington County, MN
027115;	Pine County, MN
027117;	Pipestone County, MN
027119;	Polk County, MN
027121;	Pope County, MN
027123;	Ramsey County, MN
027125;	Red Lake County, MN
027127;	Redwood County, MN
027129;	Renville County, MN
027131;	Rice County, MN
027133;	Rock County, MN
027135;	Roseau County, MN
027137;	St. Louis County, MN
027139;	Scott County, MN
027141;	Sherburne County, MN
027143;	Sibley County, MN
027145;	Stearns County, MN
027147;	Steele County, MN
027149;	Stevens County, MN
027151;	Swift County, MN
027153;	Todd County, MN
027155;	Traverse County, MN
027157;	Wabasha County, MN
027159;	Wadena County, MN
027161;	Waseca County, MN
027163;	Washington County, MN
027165;	Watonwan County, MN
027167;	Wilkin County, MN
027169;	Winona County, MN
027171;	Wright County, MN
027173;	Yellow Medicine County, MN
028001;	Adams County, MS
028003;	Alcorn County, MS
028005;	Amite County, MS
028007;	Attala County, MS
028009;	Benton County, MS
028011;	Bolivar County, MS
028013;	Calhoun County, MS
028015;	Carroll County, MS
028017;	Chickasaw County, MS
028019;	Choctaw County, MS
028021;	Claiborne County, MS
028023;	Clarke County, MS
028025;	Clay County, MS
028027;	Coahoma County, MS
028029;	Copiah County, MS
028031;	Covington County, MS
028033;	DeSoto County, MS
028035;	Forrest County, MS
028037;	Franklin County, MS
028039;	George County, MS
028041;	Greene County, MS
028043;	Grenada County, MS
028045;	Hancock County, MS
028047;	Harrison County, MS
028049;	Hinds County, MS
028051;	Holmes County, MS
028053;	Humphreys County, MS
028055;	Issaquena County, MS
028057;	Itawamba County, MS
028059;	Jackson County, MS
028061;	Jasper County, MS
028063;	Jefferson County, MS
028065;	Jefferson Davis County, MS
028067;	Jones County, MS
028069;	Kemper County, MS
028071;	Lafayette County, MS
028073;	Lamar County, MS
028075;	Lauderdale County, MS
028077;	Lawrence County, MS
028079;	Leake County, MS
028081;	Lee County, MS
028083;	Leflore County, MS
028085;	Lincoln County, MS
028087;	Lowndes County, MS
028089;	Madison County, MS
028091;	Marion County, MS
028093;	Marshall County, MS
028095;	Monroe County, MS
028097;	Montgomery County, MS
028099;	Neshoba County, MS
028101;	Newton County, MS
028103;	Noxubee County, MS
028105;	Oktibbeha County, MS
028107;	Panola County, MS
028109;	Pearl River County, MS
028111;	Perry County, MS
028113;	Pike County, MS
028115;	Pontotoc County, MS
028117;	Prentiss County, MS
028119;	Quitman County, MS
028121;	Rankin County, MS
028123;	Scott County, MS
028125;	Sharkey County, MS
028127;	Simpson County, MS
028129;	Smith County, MS
028131;	Stone County, MS
028133;	Sunflower County, MS
028135;	Tallahatchie County, MS
028137;	Tate County, MS
028139;	Tippah County, MS
028141;	Tishomingo County, MS
028143;	Tunica County, MS
028145;	Union County, MS
028147;	Walthall County, MS
028149;	Warren County, MS
028151;	Washington County, MS
028153;	Wayne County, MS
028155;	Webster County, MS
028157;	Wilkinson County, MS
028159;	Winston County, MS
028161;	Yalobusha County, MS
028163;	Yazoo County, MS
029001;	Adair County, MO
029003;	Andrew County, MO
029005;	Atchison County, MO
029007;	Audrain County, MO
029009;	Barry County, MO
029011;	Barton County, MO
029013;	Bates County, MO
029015;	Benton County, MO
029017;	Bollinger County, MO
029019;	Boone County, MO
029021;	Buchanan County, MO
029023;	Butler County, MO
029025;	Caldwell County, MO
029027;	Callaway County, MO
029029;	Camden County, MO
029031;	Cape Girardeau County, MO
029033;	Carroll County, MO
029035;	Carter County, MO
029037;	Cass County, MO
029039;	Cedar County, MO
029041;	Chariton County, MO
029043;	Christian County, MO
029045;	Clark County, MO
029047;	Clay County, MO
029049;	Clinton County, MO
029051;	Cole County, MO
029053;	Cooper County, MO
029055;	Crawford County, MO
029057;	Dade County, MO
029059;	Dallas County, MO
029061;	Daviess County, MO
029063;	DeKalb County, MO
029065;	Dent County, MO
029067;	Douglas County, MO
029069;	Dunklin County, MO
029071;	Franklin County, MO
029073;	Gasconade County, MO
029075;	Gentry County, MO
029077;	Greene County, MO
029079;	Grundy County, MO
029081;	Harrison County, MO
029083;	Henry County, MO
029085;	Hickory County, MO
029087;	Holt County, MO
029089;	Howard County, MO
029091;	Howell County, MO
029093;	Iron County, MO
029095;	Jackson County, MO
029097;	Jasper County, MO
029099;	Jefferson County, MO
029101;	Johnson County, MO
029103;	Knox County, MO
029105;	Laclede County, MO
029107;	Lafayette County, MO
029109;	Lawrence County, MO
029111;	Lewis County, MO
029113;	Lincoln County, MO
029115;	Linn County, MO
029117;	Livingston County, MO
029119;	McDonald County, MO
029121;	Macon County, MO
029123;	Madison County, MO
029125;	Maries County, MO
029127;	Marion County, MO
029129;	Mercer County, MO
029131;	Miller County, MO
029133;	Mississippi County, MO
029135;	Moniteau County, MO
029137;	Monroe County, MO
029139;	Montgomery County, MO
029141;	Morgan County, MO
029143;	New Madrid County, MO
029145;	Newton County, MO
029147;	Nodaway County, MO
029149;	Oregon County, MO
029151;	Osage County, MO
029153;	Ozark County, MO
029155;	Pemiscot County, MO
029157;	Perry County, MO
029159;	Pettis County, MO
029161;	Phelps County, MO
029163;	Pike County, MO
029165;	Platte County, MO
029167;	Polk County, MO
029169;	Pulaski County, MO
029171;	Putnam County, MO
029173;	Ralls County, MO
029175;	Randolph County, MO
029177;	Ray County, MO
029179;	Reynolds County, MO
029181;	Ripley County, MO
029183;	St. Charles County, MO
029185;	St. Clair County, MO
029186;	Ste. Genevieve County, MO
029187;	St. Francois County, MO
029189;	St. Louis County, MO
029195;	Saline County, MO
029197;	Schuyler County, MO
029199;	Scotland County, MO
029201;	Scott County, MO
029203;	Shannon County, MO
029205;	Shelby County, MO
029207;	Stoddard County, MO
029209;	Stone County, MO
029211;	Sullivan County, MO
029213;	Taney County, MO
029215;	Texas County, MO
029217;	Vernon County, MO
029219;	Warren County, MO
029221;	Washington County, MO
029223;	Wayne County, MO
029225;	Webster County, MO
029227;	Worth County, MO
029229;	Wright County, MO
029510;	St. Louis city, MO
030001;	Beaverhead County, MT
030003;	Big Horn County, MT
030005;	Blaine County, MT
030007;	Broadwater County, MT
030009;	Carbon County, MT
030011;	Carter County, MT
030013;	Cascade County, MT
030015;	Chouteau County, MT
030017;	Custer County, MT
030019;	Daniels County, MT
030021;	Dawson County, MT
030023;	Deer Lodge County, MT
030025;	Fallon County, MT
030027;	Fergus County, MT
030029;	Flathead County, MT
030031;	Gallatin County, MT
030033;	Garfield County, MT
030035;	Glacier County, MT
030037;	Golden Valley County, MT
030039;	Granite County, MT
030041;	Hill County, MT
030043;	Jefferson County, MT
030045;	Judith Basin County, MT
030047;	Lake County, MT
030049;	Lewis and Clark County, MT
030051;	Liberty County, MT
030053;	Lincoln County, MT
030055;	McCone County, MT
030057;	Madison County, MT
030059;	Meagher County, MT
030061;	Mineral County, MT
030063;	Missoula County, MT
030065;	Musselshell County, MT
030067;	Park County, MT
030069;	Petroleum County, MT
030071;	Phillips County, MT
030073;	Pondera County, MT
030075;	Powder River County, MT
030077;	Powell County, MT
030079;	Prairie County, MT
030081;	Ravalli County, MT
030083;	Richland County, MT
030085;	Roosevelt County, MT
030087;	Rosebud County, MT
030089;	Sanders County, MT
030091;	Sheridan County, MT
030093;	Silver Bow County, MT
030095;	Stillwater County, MT
030097;	Sweet Grass County, MT
030099;	Teton County, MT
030101;	Toole County, MT
030103;	Treasure County, MT
030105;	Valley County, MT
030107;	Wheatland County, MT
030109;	Wibaux County, MT
030111;	Yellowstone County, MT
031001;	Adams County, NE
031003;	Antelope County, NE
031005;	Arthur County, NE
031007;	Banner County, NE
031009;	Blaine County, NE
031011;	Boone County, NE
031013;	Box Butte County, NE
031015;	Boyd County, NE
031017;	Brown County, NE
031019;	Buffalo County, NE
031021;	Burt County, NE
031023;	Butler County, NE
031025;	Cass County, NE
031027;	Cedar County, NE
031029;	Chase County, NE
031031;	Cherry County, NE
031033;	Cheyenne County, NE
031035;	Clay County, NE
031037;	Colfax County, NE
031039;	Cuming County, NE
031041;	Custer County, NE
031043;	Dakota County, NE
031045;	Dawes County, NE
031047;	Dawson County, NE
031049;	Deuel County, NE
031051;	Dixon County, NE
031053;	Dodge County, NE
031055;	Douglas County, NE
031057;	Dundy County, NE
031059;	Fillmore County, NE
031061;	Franklin County, NE
031063;	Frontier County, NE
031065;	Furnas County, NE
031067;	Gage County, NE
031069;	Garden County, NE
031071;	Garfield County, NE
031073;	Gosper County, NE
031075;	Grant County, NE
031077;	Greeley County, NE
031079;	Hall County, NE
031081;	Hamilton County, NE
031083;	Harlan County, NE
031085;	Hayes County, NE
031087;	Hitchcock County, NE
031089;	Holt County, NE
031091;	Hooker County, NE
031093;	Howard County, NE
031095;	Jefferson County, NE
031097;	Johnson County, NE
031099;	Kearney County, NE
031101;	Keith County, NE
031103;	Keya Paha County, NE
031105;	Kimball County, NE
031107;	Knox County, NE
031109;	Lancaster County, NE
031111;	Lincoln County, NE
031113;	Logan County, NE
031115;	Loup County, NE
031117;	McPherson County, NE
031119;	Madison County, NE
031121;	Merrick County, NE
031123;	Morrill County, NE
031125;	Nance County, NE
031127;	Nemaha County, NE
031129;	Nuckolls County, NE
031131;	Otoe County, NE
031133;	Pawnee County, NE
031135;	Perkins County, NE
031137;	Phelps County, NE
031139;	Pierce County, NE
031141;	Platte County, NE
031143;	Polk County, NE
031145;	Red Willow County, NE
031147;	Richardson County, NE
031149;	Rock County, NE
031151;	Saline County, NE
031153;	Sarpy County, NE
031155;	Saunders County, NE
031157;	Scotts Bluff County, NE
031159;	Seward County, NE
031161;	Sheridan County, NE
031163;	Sherman County, NE
031165;	Sioux County, NE
031167;	Stanton County, NE
031169;	Thayer County, NE
031171;	Thomas County, NE
031173;	Thurston County, NE
031175;	Valley County, NE
031177;	Washington County, NE
031179;	Wayne County, NE
031181;	Webster County, NE
031183;	Wheeler County, NE
031185;	York County, NE
032001;	Churchill County, NV
032003;	Clark County, NV
032005;	Douglas County, NV
032007;	Elko County, NV
032009;	Esmeralda County, NV
032011;	Eureka County, NV
032013;	Humboldt County, NV
032015;	Lander County, NV
032017;	Lincoln County, NV
032019;	Lyon County, NV
032021;	Mineral County, NV
032023;	Nye County, NV
032027;	Pershing County, NV
032029;	Storey County, NV
032031;	Washoe County, NV
032033;	White Pine County, NV
032510;	Carson City, NV
033001;	Belknap County, NH
033003;	Carroll County, NH
033005;	Cheshire County, NH
033007;	Coos County, NH
033009;	Grafton County, NH
033011;	Hillsborough County, NH
033013;	Merrimack County, NH
033015;	Rockingham County, NH
033017;	Strafford County, NH
033019;	Sullivan County, NH
034001;	Atlantic County, NJ
034003;	Bergen County, NJ
034005;	Burlington County, NJ
034007;	Camden County, NJ
034009;	Cape May County, NJ
034011;	Cumberland County, NJ
034013;	Essex County, NJ
034015;	Gloucester County, NJ
034017;	Hudson County, NJ
034019;	Hunterdon County, NJ
034021;	Mercer County, NJ
034023;	Middlesex County, NJ
034025;	Monmouth County, NJ
034027;	Morris County, NJ
034029;	Ocean County, NJ
034031;	Passaic County, NJ
034033;	Salem County, NJ
034035;	Somerset County, NJ
034037;	Sussex County, NJ
034039;	Union County, NJ
034041;	Warren County, NJ
035001;	Bernalillo County, NM
035003;	Catron County, NM
035005;	Chaves County, NM
035006;	Cibola County, NM
035007;	Colfax County, NM
035009;	Curry County, NM
035011;	De Baca County, NM
035013;	Dona Ana County, NM
035015;	Eddy County, NM
035017;	Grant County, NM
035019;	Guadalupe County, NM
035021;	Harding County, NM
035023;	Hidalgo County, NM
035025;	Lea County, NM
035027;	Lincoln County, NM
035028;	Los Alamos County, NM
035029;	Luna County, NM
035031;	McKinley County, NM
035033;	Mora County, NM
035035;	Otero County, NM
035037;	Quay County, NM
035039;	Rio Arriba County, NM
035041;	Roosevelt County, NM
035043;	Sandoval County, NM
035045;	San Juan County, NM
035047;	San Miguel County, NM
035049;	Santa Fe County, NM
035051;	Sierra County, NM
035053;	Socorro County, NM
035055;	Taos County, NM
035057;	Torrance County, NM
035059;	Union County, NM
035061;	Valencia County, NM
036001;	Albany County, NY
036003;	Allegany County, NY
036005;	Bronx County, NY
036007;	Broome County, NY
036009;	Cattaraugus County, NY
036011;	Cayuga County, NY
036013;	Chautauqua County, NY
036015;	Chemung County, NY
036017;	Chenango County, NY
036019;	Clinton County, NY
036021;	Columbia County, NY
036023;	Cortland County, NY
036025;	Delaware County, NY
036027;	Dutchess County, NY
036029;	Erie County, NY
036031;	Essex County, NY
036033;	Franklin County, NY
036035;	Fulton County, NY
036037;	Genesee County, NY
036039;	Greene County, NY
036041;	Hamilton County, NY
036043;	Herkimer County, NY
036045;	Jefferson County, NY
036047;	Kings County, NY
036049;	Lewis County, NY
036051;	Livingston County, NY
036053;	Madison County, NY
036055;	Monroe County, NY
036057;	Montgomery County, NY
036059;	Nassau County, NY
036061;	New York County, NY
036063;	Niagara County, NY
036065;	Oneida County, NY
036067;	Onondaga County, NY
036069;	Ontario County, NY
036071;	Orange County, NY
036073;	Orleans County, NY
036075;	Oswego County, NY
036077;	Otsego County, NY
036079;	Putnam County, NY
036081;	Queens County, NY
036083;	Rensselaer County, NY
036085;	Richmond County, NY
036087;	Rockland County, NY
036089;	St. Lawrence County, NY
036091;	Saratoga County, NY
036093;	Schenectady County, NY
036095;	Schoharie County, NY
036097;	Schuyler County, NY
036099;	Seneca County, NY
036101;	Steuben County, NY
036103;	Suffolk County, NY
036105;	Sullivan County, NY
036107;	Tioga County, NY
036109;	Tompkins County, NY
036111;	Ulster County, NY
036113;	Warren County, NY
036115;	Washington County, NY
036117;	Wayne County, NY
036119;	Westchester County, NY
036121;	Wyoming County, NY
036123;	Yates County, NY
037001;	Alamance County, NC
037003;	Alexander County, NC
037005;	Alleghany County, NC
037007;	Anson County, NC
037009;	Ashe County, NC
037011;	Avery County, NC
037013;	Beaufort County, NC
037015;	Bertie County, NC
037017;	Bladen County, NC
037019;	Brunswick County, NC
037021;	Buncombe County, NC
037023;	Burke County, NC
037025;	Cabarrus County, NC
037027;	Caldwell County, NC
037029;	Camden County, NC
037031;	Carteret County, NC
037033;	Caswell County, NC
037035;	Catawba County, NC
037037;	Chatham County, NC
037039;	Cherokee County, NC
037041;	Chowan County, NC
037043;	Clay County, NC
037045;	Cleveland County, NC
037047;	Columbus County, NC
037049;	Craven County, NC
037051;	Cumberland County, NC
037053;	Currituck County, NC
037055;	Dare County, NC
037057;	Davidson County, NC
037059;	Davie County, NC
037061;	Duplin County, NC
037063;	Durham County, NC
037065;	Edgecombe County, NC
037067;	Forsyth County, NC
037069;	Franklin County, NC
037071;	Gaston County, NC
037073;	Gates County, NC
037075;	Graham County, NC
037077;	Granville County, NC
037079;	Greene County, NC
037081;	Guilford County, NC
037083;	Halifax County, NC
037085;	Harnett County, NC
037087;	Haywood County, NC
037089;	Henderson County, NC
037091;	Hertford County, NC
037093;	Hoke County, NC
037095;	Hyde County, NC
037097;	Iredell County, NC
037099;	Jackson County, NC
037101;	Johnston County, NC
037103;	Jones County, NC
037105;	Lee County, NC
037107;	Lenoir County, NC
037109;	Lincoln County, NC
037111;	McDowell County, NC
037113;	Macon County, NC
037115;	Madison County, NC
037117;	Martin County, NC
037119;	Mecklenburg County, NC
037121;	Mitchell County, NC
037123;	Montgomery County, NC
037125;	Moore County, NC
037127;	Nash County, NC
037129;	New Hanover County, NC
037131;	Northampton County, NC
037133;	Onslow County, NC
037135;	Orange County, NC
037137;	Pamlico County, NC
037139;	Pasquotank County, NC
037141;	Pender County, NC
037143;	Perquimans County, NC
037145;	Person County, NC
037147;	Pitt County, NC
037149;	Polk County, NC
037151;	Randolph County, NC
037153;	Richmond County, NC
037155;	Robeson County, NC
037157;	Rockingham County, NC
037159;	Rowan County, NC
037161;	Rutherford County, NC
037163;	Sampson County, NC
037165;	Scotland County, NC
037167;	Stanly County, NC
037169;	Stokes County, NC
037171;	Surry County, NC
037173;	Swain County, NC
037175;	Transylvania County, NC
037177;	Tyrrell County, NC
037179;	Union County, NC
037181;	Vance County, NC
037183;	Wake County, NC
037185;	Warren County, NC
037187;	Washington County, NC
037189;	Watauga County, NC
037191;	Wayne County, NC
037193;	Wilkes County, NC
037195;	Wilson County, NC
037197;	Yadkin County, NC
037199;	Yancey County, NC
038001;	Adams County, ND
038003;	Barnes County, ND
038005;	Benson County, ND
038007;	Billings County, ND
038009;	Bottineau County, ND
038011;	Bowman County, ND
038013;	Burke County, ND
038015;	Burleigh County, ND
038017;	Cass County, ND
038019;	Cavalier County, ND
038021;	Dickey County, ND
038023;	Divide County, ND
038025;	Dunn County, ND
038027;	Eddy County, ND
038029;	Emmons County, ND
038031;	Foster County, ND
038033;	Golden Valley County, ND
038035;	Grand Forks County, ND
038037;	Grant County, ND
038039;	Griggs County, ND
038041;	Hettinger County, ND
038043;	Kidder County, ND
038045;	LaMoure County, ND
038047;	Logan County, ND
038049;	McHenry County, ND
038051;	McIntosh County, ND
038053;	McKenzie County, ND
038055;	McLean County, ND
038057;	Mercer County, ND
038059;	Morton County, ND
038061;	Mountrail County, ND
038063;	Nelson County, ND
038065;	Oliver County, ND
038067;	Pembina County, ND
038069;	Pierce County, ND
038071;	Ramsey County, ND
038073;	Ransom County, ND
038075;	Renville County, ND
038077;	Richland County, ND
038079;	Rolette County, ND
038081;	Sargent County, ND
038083;	Sheridan County, ND
038085;	Sioux County, ND
038087;	Slope County, ND
038089;	Stark County, ND
038091;	Steele County, ND
038093;	Stutsman County, ND
038095;	Towner County, ND
038097;	Traill County, ND
038099;	Walsh County, ND
038101;	Ward County, ND
038103;	Wells County, ND
038105;	Williams County, ND
039001;	Adams County, OH
039003;	Allen County, OH
039005;	Ashland County, OH
039007;	Ashtabula County, OH
039009;	Athens County, OH
039011;	Auglaize County, OH
039013;	Belmont County, OH
039015;	Brown County, OH
039017;	Butler County, OH
039019;	Carroll County, OH
039021;	Champaign County, OH
039023;	Clark County, OH
039025;	Clermont County, OH
039027;	Clinton County, OH
039029;	Columbiana County, OH
039031;	Coshocton County, OH
039033;	Crawford County, OH
039035;	Cuyahoga County, OH
039037;	Darke County, OH
039039;	Defiance County, OH
039041;	Delaware County, OH
039043;	Erie County, OH
039045;	Fairfield County, OH
039047;	Fayette County, OH
039049;	Franklin County, OH
039051;	Fulton County, OH
039053;	Gallia County, OH
039055;	Geauga County, OH
039057;	Greene County, OH
039059;	Guernsey County, OH
039061;	Hamilton County, OH
039063;	Hancock County, OH
039065;	Hardin County, OH
039067;	Harrison County, OH
039069;	Henry County, OH
039071;	Highland County, OH
039073;	Hocking County, OH
039075;	Holmes County, OH
039077;	Huron County, OH
039079;	Jackson County, OH
039081;	Jefferson County, OH
039083;	Knox County, OH
039085;	Lake County, OH
039087;	Lawrence County, OH
039089;	Licking County, OH
039091;	Logan County, OH
039093;	Lorain County, OH
039095;	Lucas County, OH
039097;	Madison County, OH
039099;	Mahoning County, OH
039101;	Marion County, OH
039103;	Medina County, OH
039105;	Meigs County, OH
039107;	Mercer County, OH
039109;	Miami County, OH
039111;	Monroe County, OH
039113;	Montgomery County, OH
039115;	Morgan County, OH
039117;	Morrow County, OH
039119;	Muskingum County, OH
039121;	Noble County, OH
039123;	Ottawa County, OH
039125;	Paulding County, OH
039127;	Perry County, OH
039129;	Pickaway County, OH
039131;	Pike County, OH
039133;	Portage County, OH
039135;	Preble County, OH
039137;	Putnam County, OH
